央视频道,#genre#
CCTV-5,http://182.151.211.171:808/hls/5/index.m3u8
CCTV-5,http://117.148.129.11/PLTV/88888888/224/3221231702/index.m3u8
CCTV-5,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8
CCTV-5,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV-5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8
CCTV-5,http://140.207.241.2:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV-5,http://111.59.189.40:8445/tsfile/live/1006_1.m3u8
CCTV-5,http://222.240.82.92:9901/tsfile/live/0005_1.m3u8
CCTV-5,http://111.20.33.93/TVOD/88888893/224/3221226395/index.m3u8
CCTV-5,http://117.148.129.8/PLTV/88888888/224/3221231702/index.m3u8
CCTV-5,http://39.134.66.48/PLTV/88888888/224/3221225818/index.m3u8
CCTV-5,http://120.253.104.16:808/hls/123/index.m3u8
CCTV-5,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226707/10000100000000060000000006489753_0.smil
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8

CCTV-5+,http://yfsl.vsd.gehua.net.cn/live/CCTV5plusHD_1200.m3u8
CCTV-5+,http://60.10.167.88:808/hls/17/index.m3u8
CCTV-5+,http://171.108.239.13:8181/tsfile/live/1044_1.m3u8
CCTV-5+,http://222.175.159.226:808/hls/6/index.m3u8
CCTV-5+,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV-5+,http://112.132.214.218/liveplay-kk.rtxapp.com/live/program/live/cctv5phd/4000000/mnf.m3u8
CCTV-5+,http://119.39.128.12:88/hls/10/index.m3u8
CCTV-5+,http://183.196.25.171:808/hls/61/index.m3u8
CCTV-5+,http://182.151.211.171:808/hls/19/index.m3u8
CCTV-5+,http://117.148.129.11/PLTV/88888888/224/3221231459/index.m3u8
CCTV-5+,https://live.olelive.com:4443/live/CCTV5PHD/hls.m3u8
CCTV-5+,http://42.176.185.28:9901/tsfile/live/1004_1.m3u8
CCTV-5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/index.m3u8
CCTV-5+,http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV-5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV-5+,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
CCTV-5+,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV-5+,http://39.134.66.48/PLTV/88888888/224/3221225507/index.m3u8
CCTV-5+,http://117.148.129.5/PLTV/88888888/224/3221231459/index.m3u8
CCTV-5+,http://120.253.104.16:808/hls/101/index.m3u8
CCTV-5+,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226743/10000100000000060000000006603048_0.smil
CCTV-5+,http://140.207.241.2:8080/live/program/live/cctv5phd/4000000/mnf.m3u8

CCTV-6,http://yfsl.vsd.gehua.net.cn/live/CCTV6HD_1200.m3u8
CCTV-6,http://60.10.167.88:808/hls/6/index.m3u8
CCTV-6,http://222.175.159.226:808/hls/7/index.m3u8
CCTV-6,http://119.39.128.12:88/hls/7/index.m3u8
CCTV-6,http://183.196.25.171:808/hls/76/index.m3u8
CCTV-6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8
CCTV-6,http://111.20.33.93/TVOD/88888893/224/3221226011/index.m3u8
CCTV-6,http://140.207.241.2:8080/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV-6,http://111.59.189.40:8445/tsfile/live/1004_1.m3u8
CCTV-6,http://222.240.82.92:9901/tsfile/live/0006_1.m3u8
CCTV-6,http://111.20.33.93/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6,http://39.134.66.48/PLTV/88888888/224/3221225814/index.m3u8
CCTV-6,http://111.40.196.9/PLTV/88888888/224/3221225561/index.m3u8
CCTV-6,http://117.148.129.12/PLTV/88888888/224/3221231724/index.m3u8
CCTV-6,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226728/10000100000000060000000006489754_0.smil
CCTV-6,http://120.253.104.16:808/hls/125/index.m3u8

CCTV-10,http://yfsl.vsd.gehua.net.cn/live/CCTV10HD_1200.m3u8
CCTV-10,http://60.10.167.88:808/hls/10/index.m3u8
CCTV-10,http://222.175.159.226:808/hls/11/index.m3u8
CCTV-10,http://183.196.25.171:808/hls/10/index.m3u8
CCTV-10,http://119.39.128.12:88/hls/11/index.m3u8
CCTV-10,http://111.20.33.93/TVOD/88888893/224/3221226189/index.m3u8
CCTV-10,http://140.207.241.2:8080/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV-10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8
CCTV-10,http://222.240.82.92:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://111.20.33.93/PLTV/88888893/224/3221226189/index.m3u8
CCTV-10,http://39.134.66.48/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10,http://120.253.104.16:808/hls/134/index.m3u8
CCTV-10,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226586/10000100000000060000000000499225_0.smil
CCTV-10,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8

CCTV-12,http://yfsl.vsd.gehua.net.cn/live/CCTV12HD_1200.m3u8
CCTV-12,http://60.10.167.88:808/hls/12/index.m3u8
CCTV-12,http://222.175.159.226:808/hls/13/index.m3u8
CCTV-12,http://183.196.25.171:808/hls/12/index.m3u8
CCTV-12,http://119.39.128.12:88/hls/13/index.m3u8
CCTV-12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV-12,http://222.240.82.92:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://111.20.33.93/PLTV/88888893/224/3221226190/index.m3u8
CCTV-12,http://39.134.66.48/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12,http://111.20.33.93/TVOD/88888893/224/3221226190/index.m3u8
CCTV-12,http://120.253.104.16:808/hls/135/index.m3u8
CCTV-12,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226533/10000100000000060000000000499226_0.smil
CCTV-12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8

CCTV-13,http://yfsl.vsd.gehua.net.cn/live/CCTV13HD_1200.m3u8
CCTV-13,http://60.10.167.88:808/hls/13/index.m3u8
CCTV-13,http://222.175.159.226:808/hls/14/index.m3u8
CCTV-13,http://183.196.25.171:808/hls/13/index.m3u8
CCTV-13,http://119.39.128.12:88/hls/14/index.m3u8
CCTV-13,http://222.240.82.92:9901/tsfile/live/0013_1.m3u8
CCTV-13,http://117.148.129.11/PLTV/88888888/224/3221231636/index.m3u8
CCTV-13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13,http://111.59.189.40:8445/tsfile/live/1011_1.m3u8
CCTV-13,http://111.20.33.93/PLTV/88888893/224/3221226233/index.m3u8
CCTV-13,http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8
CCTV-13,http://117.148.129.5/PLTV/88888888/224/3221231636/index.m3u8
CCTV-13,http://39.134.66.48/PLTV/88888888/224/3221225812/index.m3u8
CCTV-13,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226691/10000100000000060000000006385281_0.smil
CCTV-13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8

CCTV-16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV-4K,https://v.bjiptv.eu.org/4.php
CCTV-4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8


卫视频道,#genre#
浙江卫视,http://yfsl.vsd.gehua.net.cn/live/ZheJiangHD_1200.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://60.10.167.88:808/hls/26/index.m3u8
浙江卫视,http://120.253.104.16:808/hls/106/index.m3u8
浙江卫视,http://222.175.159.226:808/hls/42/index.m3u8
浙江卫视,http://182.151.211.171:808/hls/43/index.m3u8
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视,http://183.196.25.171:808/hls/28/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://111.20.33.93/TVOD/88888893/224/3221226199/index.m3u8
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8
浙江卫视,http://39.134.66.48/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226507/10000100000000060000000000356891_0.smil
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8

北京卫视,http://yfsl.vsd.gehua.net.cn/live/BTV1HD_1200.m3u8
北京卫视,http://120.253.104.16:808/hls/105/index.m3u8
北京卫视,http://222.175.159.226:808/hls/45/index.m3u8
北京卫视,http://119.39.128.12:88/hls/43/index.m3u8
北京卫视,http://183.196.25.171:808/hls/31/index.m3u8
北京卫视,http://182.151.211.171:808/hls/45/index.m3u8
北京卫视,http://111.20.33.93/TVOD/88888893/224/3221226222/index.m3u8
北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225674/index.m3u8
北京卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226469/10000100000000060000000000133834_0.smil
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8

江苏卫视,http://yfsl.vsd.gehua.net.cn/live/JiangSuHD_1200.m3u8
江苏卫视,http://60.10.167.88:808/hls/20/index.m3u8
江苏卫视,http://120.253.104.16:808/hls/108/index.m3u8
江苏卫视,http://222.175.159.226:808/hls/44/index.m3u8
江苏卫视,http://119.39.128.12:88/hls/41/index.m3u8
江苏卫视,http://183.196.25.171:808/hls/29/index.m3u8
江苏卫视,http://183.207.255.197/live/program/live/jswshd/4000000/mnf.m3u8
江苏卫视,http://182.151.211.171:808/hls/42/index.m3u8
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8
江苏卫视,http://117.148.129.5/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视,http://111.20.33.93/TVOD/88888893/224/3221226200/index.m3u8
江苏卫视,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226474/10000100000000060000000000133833_0.smil
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8

东方卫视,http://yfsl.vsd.gehua.net.cn/live/DongFangHD_1200.m3u8
东方卫视,http://171.108.239.13:8181/tsfile/live/1061_1.m3u8
东方卫视,http://222.175.159.226:808/hls/43/index.m3u8
东方卫视,http://183.196.25.171:808/hls/42/index.m3u8
东方卫视,http://iptv.everydaytv.top/taiwanlive.php?id=68
东方卫视,http://183.207.255.197/live/program/live/hddfws/4000000/mnf.m3u8
东方卫视,http://182.151.211.171:808/hls/44/index.m3u8
东方卫视,http://111.20.33.70/PLTV/88888893/224/3221226217/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://111.20.33.93/TVOD/88888893/224/3221226217/index.m3u8
东方卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226512/10000100000000060000000000356890_0.smil
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8

湖南卫视,http://yfsl.vsd.gehua.net.cn/live/HuNanHD_1200.m3u8
湖南卫视,http://60.10.167.88:808/hls/19/index.m3u8
湖南卫视,http://120.253.104.16:808/hls/107/index.m3u8
湖南卫视,http://117.148.129.11/PLTV/88888888/224/3221231279/index.m3u8
湖南卫视,http://171.108.239.13:8181/tsfile/live/1060_1.m3u8
湖南卫视,http://222.175.159.226:808/hls/41/index.m3u8
湖南卫视,http://182.151.211.171:808/hls/41/index.m3u8
湖南卫视,http://119.39.128.12:88/hls/32/index.m3u8
湖南卫视,http://183.196.25.171:808/hls/27/index.m3u8
湖南卫视,http://39.134.66.48/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视,http://111.20.33.93/TVOD/88888893/224/3221226211/index.m3u8
湖南卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226467/10000100000000060000000000133832_0.smil
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8

广东卫视,http://yfsl.vsd.gehua.net.cn/live/GuangDongHD_1200.m3u8
广东卫视,http://60.10.167.88:808/hls/25/index.m3u8
广东卫视,http://171.108.239.13:8181/tsfile/live/1059_1.m3u8
广东卫视,http://120.253.104.16:808/hls/121/index.m3u8
广东卫视,http://222.175.159.226:808/hls/52/index.m3u8
广东卫视,http://183.196.25.171:808/hls/45/index.m3u8
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
广东卫视,http://111.40.196.31/PLTV/88888888/224/3221225531/index.m3u8
广东卫视,http://111.40.196.25/PLTV/88888888/224/3221225600/index.m3u8
广东卫视,http://117.148.129.11/PLTV/88888888/224/3221231502/index.m3u8
广东卫视,http://111.20.33.93/TVOD/88888893/224/3221226216/index.m3u8
广东卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226525/10000100000000060000000000425466_0.smil
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8

辽宁卫视,http://yfsl.vsd.gehua.net.cn/live/LiaoNingHD_1200.m3u8
辽宁卫视,http://60.10.167.88:808/hls/28/index.m3u8
辽宁卫视,http://222.175.159.226:808/hls/48/index.m3u8
辽宁卫视,http://183.196.25.171:808/hls/33/index.m3u8
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视,http://117.148.129.11/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视,http://111.20.33.70/PLTV/88888893/224/3221226210/index.m3u8
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8
辽宁卫视,http://117.148.129.10/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视,http://111.20.33.93/TVOD/88888893/224/3221226210/index.m3u8
辽宁卫视,rtsp://221.203.83.35:554/PLTV/88888888/224/3221226511/10000100000000060000000000394610_0.smil
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8


地方频道,#genre#
辽宁都市,http://42.176.185.28:9901/tsfile/live/1005_1.m3u8
辽宁都市,rtsp://221.203.83.34:554/PLTV/88888888/224/0/3221226079/000000000cax.smil
辽宁都市,rtsp://60.22.151.41/PLTV/88888888/224/0/3221226079/000000000cax.smil
辽宁都市,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226760/index.m3u8
辽宁都市,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000068


港台频道,#genre#
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://117.169.124.149:8080/live/fhchinese/index.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://117.169.124.146:8080/live/fhchinese/index.m3u8/live/fhzixun/index.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/index.m3u8


体育频道,#genre#
五星体育,http://60.213.135.147/keonline.shanghai.liveplay.qq.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://14.205.73.133/keonline.shanghai.liveplay.qq.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://111.29.9.48:6610/000000001000/5000000010000017540/index.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
五星体育,http://153.35.100.112/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
五星体育,http://fuyuxiang.51vip.biz:4402/rtp/239.45.3.210:5140
五星体育,http://58.34.204.67:9901/tsfile/live/1014_1.m3u8
劲爆体育,http://yfsl.vsd.gehua.net.cn/live/JinBaoTiYuHD_1200.m3u8
劲爆体育,http://121.51.249.6/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43084/index.m3u8
劲爆体育,http://httpdvb.slave.yqdtv.com:13164/playurl?&programid=4200000undefined&playtype=live&protocol=hls&accesstoken=G171CCF47V21307D1TE06202J347C03ABM7902F3A5I2A659027K98BDA6&playtoken=.m3u8
JJ斗地主,http://epg.112114.xyz/huya/14079954
JJ斗地主,http://epg.112114.xyz/douyu/488743
JJ斗地主,http://txtest-xp2p.p2p.huya.com/huyalive/0-0-0-3666366740-10057-A-0-1.xs
JJ斗地主,http://akm-tct.douyucdn.cn/live/488743rAHScWyyII.flv
JJ斗地主,http://hdltctwk.douyucdn2.cn/live/488743rAHScWyyII.xs
JJ斗地主,http://ws-tct.douyucdn.cn/live/488743rAHScWyyII.xs
JJ斗地主,http://183.204.192.119/ws-tct.douyucdn.cn/live/488743rAHScWyyII.xs
JJ斗地主,http://akm-tct.douyucdn.cn/live/488743rAHScWyyII.flv
JJ斗地主,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=14079954
JJ斗地主,http://mmitv.top/pltv/huya.php?id=14079954
JJ斗地主,http://mmitv.top/test/douyu.php?id=488743
JJ斗地主,http://qytv.win86.top/tv/dytv.php?id=488743
JJ斗地主,http://wtv.weetai.cn/iptv/2022/tyzb09.php?id=488743
JJ斗地主,http://diyp.112114.xyz/douyu/488743
JJ斗地主,http://fangsong.live/hls/douyu.php?id=488743
JJ斗地主,http://36.99.180.171/txdirect.hls.huya.com/src/0-0-0-3666366740-10057-A-0-1.flv


影视频道,#genre#
极限挑战1-4,http://epg.112114.xyz/huya/11352914
极限挑战1-4,http://txtest-xp2p.p2p.huya.com/huyalive/1423782086-1423782086-6115097496000659456-2847687628-10057-A-0-1.xs
极限挑战1-4,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=11352914
民兵葛二蛋,http://epg.112114.xyz/huya/11602072
民兵葛二蛋,http://txtest-xp2p.p2p.huya.com/huyalive/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.xs
民兵葛二蛋,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=11602072
铁齿铜牙纪晓岚,http://epg.112114.xyz/huya/11342396
铁齿铜牙纪晓岚,http://txtest-xp2p.p2p.huya.com/huyalive/1394565204-1394565204-5989611943319568384-2789253864-10057-A-0-1.xs
铁齿铜牙纪晓岚,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=11342396
周星驰电影,http://epg.112114.xyz/huya/11342412
周星驰电影,http://txtest-xp2p.p2p.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.xs
周星驰电影,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=11342412


曲艺频道,#genre#
郭德纲于谦,http://epg.112114.xyz/huya/20985765
郭德纲于谦,http://epg.112114.xyz/huya/10132155
郭德纲于谦,http://epg.112114.xyz/huya/22809600
郭德纲于谦,http://txtest-xp2p.p2p.huya.com/src/1099531752629-1099531752629-86435585471807488-2199063628714-10057-A-0-1.xs
郭德纲于谦,http://txtest-xp2p.p2p.huya.com/src/64310431-64310431-276211197936664576-128744318-10057-A-0-1.xs
郭德纲于谦,http://txtest-xp2p.p2p.huya.com/src/1199547376549-1199547376549-5375155715587440640-2399094876554-10057-A-0-1.xs
郭德纲于谦,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=20985765
郭德纲于谦,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=10132155
郭德纲于谦,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=22809600
东北戏曲,http://stream1.jlntv.cn/dbxq/sd/live.m3u8
梨园戏曲,http://media.hndyjyfw.gov.cn/live/jz-henanliyuan/live.m3u8
梨园戏曲,http://123.6.9.146/live/jz-henanliyuan/live.m3u8
梨园戏曲,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8
移动戏曲,http://live.dxhmt.cn:9080/19903718786/a9aab4c5eef74da18d684c75c6dd7e10.m3u8
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
春晚小品,http://epg.112114.xyz/huya/11352875
春晚小品,http://txtest-xp2p.p2p.huya.com/src/1423782031-1423782031-6115097259777458176-2847687518-10057-A-0-1.xs
春晚小品,http://wtv.weetai.cn/iptv/2022/tyzb07.php?id=11352875
